platform,dataset_variant,simulator,family,metric,value,evidence_state
Visium,SpatialDE,SRTsim-rf-tissue,E2_SVG_moran,SVG_jaccard,0.812688821751652,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_SVG_moran,moran_global_real,0.21387554388725347,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_SVG_moran,moran_global_sim,0.6055690813439476,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_SVG_moran,moran_profile_cosine,0.9090041807462856,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_clustering,cluster_ARI_real_vs_label,0.3928152620206252,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_clustering,cluster_NMI_real_vs_label,0.5675020017888964,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_clustering,cluster_ARI_real_vs_sim,0.00016483693094954146,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_ct_proportion,ct_proportion_JSD,0.13055181070778604,computed
Visium,SpatialDE,SRTsim-rf-tissue,E2_ct_proportion,ct_proportion_RMSE,0.019448068553143797,computed
Visium,SpatialDE,SRTsim-rf-tissue,BEASTsim_similarity_DSC,Shape_mean_dice_score,0.9944817503815936,computed
Visium,SpatialDE,SRTsim-rf-tissue,BEASTsim_similarity_DSC,SVG_mean_dice_score,0.6553062791600057,computed
Visium,SpatialDE,SRTsim-rf-tissue,BEASTsim_similarity_DSC,CT_mean_dice_score,0.6077030226211401,computed
