platform,simulator,dataset_variant,perturbation,replicate,summary,score,delta,expected_damaged_layer,evidence_state
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,0,Balanced Realism,0.866640997361078,-0.10416272757625666,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,0,Spatial Tissue Fidelity,0.8336390475324885,-0.13888363676834226,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,0,Novelty-Gated Plausibility,0.01422283849317028,-0.001709461767717347,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,1,Balanced Realism,0.8618717776593818,-0.10893194727795286,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,1,Spatial Tissue Fidelity,0.8272800879302267,-0.1452425963706041,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,1,Novelty-Gated Plausibility,0.014144568665453591,-0.0017877315954340361,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,2,Balanced Realism,0.867022701601054,-0.1037810233362807,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,2,Spatial Tissue Fidelity,0.834147986519123,-0.13837469778170775,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,2,Novelty-Gated Plausibility,0.014229102814583491,-0.001703197446304136,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,3,Balanced Realism,0.8663355045483504,-0.10446822038898429,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,3,Spatial Tissue Fidelity,0.8332317237821849,-0.13929096051864587,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,3,Novelty-Gated Plausibility,0.014217824912057132,-0.0017144753488304958,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,4,Balanced Realism,0.8611701509344352,-0.10963357400289953,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,4,Spatial Tissue Fidelity,0.8263445856302979,-0.14617809867053289,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_medium,4,Novelty-Gated Plausibility,0.014133053951031132,-0.0017992463098564955,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,0,Balanced Realism,0.7878922060045483,-0.18291151893278634,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,0,Spatial Tissue Fidelity,0.7286406590571155,-0.24388202524371527,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,0,Novelty-Gated Plausibility,0.01293045635984543,-0.003001843901042198,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,1,Balanced Realism,0.7899372458229732,-0.1808664791143615,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,1,Spatial Tissue Fidelity,0.7313673788150153,-0.24115530548581543,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,1,Novelty-Gated Plausibility,0.012964018435881674,-0.002968281825005954,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,2,Balanced Realism,0.7976024359212011,-0.17320128901613363,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,2,Spatial Tissue Fidelity,0.741587632279319,-0.23093505202151177,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,2,Novelty-Gated Plausibility,0.013089815347311564,-0.002842484913576063,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,3,Balanced Realism,0.7888230185575844,-0.18198070637975028,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,3,Spatial Tissue Fidelity,0.7298817424611636,-0.24264094183966722,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,3,Novelty-Gated Plausibility,0.012945732346845306,-0.0029865679140423217,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,4,Balanced Realism,0.787170494969315,-0.18363322996801967,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,4,Spatial Tissue Fidelity,0.7276783776768044,-0.24484430662402634,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_jitter_high,4,Novelty-Gated Plausibility,0.012918612032697143,-0.0030136882281904843,spatial,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,0,Balanced Realism,0.9612493897643435,-0.009554335172991202,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,0,Spatial Tissue Fidelity,0.9709497869530587,-0.0015728973477721064,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,0,Novelty-Gated Plausibility,0.023728415957910906,0.007796115697023279,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,1,Balanced Realism,0.9630582939121903,-0.007745431025144356,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,1,Spatial Tissue Fidelity,0.9718268243153529,-0.0006958599854778313,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,1,Novelty-Gated Plausibility,0.023356764211556847,0.00742446395066922,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,2,Balanced Realism,0.9661798221545952,-0.004623902782739497,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,2,Spatial Tissue Fidelity,0.9773736968067276,0.004851012505896812,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,2,Novelty-Gated Plausibility,0.020111445403131426,0.004179145142243799,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,3,Balanced Realism,0.9539209305954357,-0.016882794341898988,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,3,Spatial Tissue Fidelity,0.9602777573104307,-0.012244926990400029,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,3,Novelty-Gated Plausibility,0.014090541174326844,-0.001841759086560783,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,4,Balanced Realism,0.9576575156083171,-0.013146209329017555,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,4,Spatial Tissue Fidelity,0.965818579369648,-0.006704104931182786,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_low,4,Novelty-Gated Plausibility,0.01865843741789544,0.002726137157007813,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,0,Balanced Realism,0.9481925496745969,-0.022611175262737815,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,0,Spatial Tissue Fidelity,0.9658402163829459,-0.006682467917884849,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,0,Novelty-Gated Plausibility,0.03734340093102832,0.021411100670140695,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,1,Balanced Realism,0.9488573827641182,-0.02194634217321645,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,1,Spatial Tissue Fidelity,0.9665012851269323,-0.006021399173898434,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,1,Novelty-Gated Plausibility,0.032849104975032774,0.016916804714145146,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,2,Balanced Realism,0.9478175608826391,-0.022986164054695557,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,2,Spatial Tissue Fidelity,0.9654656067023778,-0.0070570775984529766,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,2,Novelty-Gated Plausibility,0.030315167888457534,0.014382867627569906,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,3,Balanced Realism,0.9390309693718655,-0.03177275556546921,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,3,Spatial Tissue Fidelity,0.9535747759793042,-0.018947908321526596,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,3,Novelty-Gated Plausibility,0.019301845541158446,0.0033695452802708185,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,4,Balanced Realism,0.9516866708550935,-0.01911705408224118,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,4,Spatial Tissue Fidelity,0.9705070025815661,-0.0020156817192646947,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_medium,4,Novelty-Gated Plausibility,0.02703195057600257,0.011099650315114944,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,0,Balanced Realism,0.9066365222804567,-0.06416720265687803,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,0,Spatial Tissue Fidelity,0.9415342819595279,-0.030988402341302845,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,0,Novelty-Gated Plausibility,0.053180940900049406,0.03724864063916178,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,1,Balanced Realism,0.908656724789618,-0.06214700014771668,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,1,Spatial Tissue Fidelity,0.9436858432630343,-0.02883684103779649,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,1,Novelty-Gated Plausibility,0.035087421949710054,0.019155121688822427,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,2,Balanced Realism,0.9145520158790501,-0.05625170905828458,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,2,Spatial Tissue Fidelity,0.9510628980489438,-0.021459786251886936,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,2,Novelty-Gated Plausibility,0.027537938398765647,0.01160563813787802,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,3,Balanced Realism,0.8970596123471424,-0.07374411259019231,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,3,Spatial Tissue Fidelity,0.9291991527991929,-0.043323531501637924,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,3,Novelty-Gated Plausibility,0.018340844274963332,0.0024085440140757045,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,4,Balanced Realism,0.9179858804416678,-0.052817844495666844,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,4,Spatial Tissue Fidelity,0.955549342090392,-0.01697334221043878,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,dropout_inflation_high,4,Novelty-Gated Plausibility,0.04592750099825578,0.029995200737368152,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,0,Balanced Realism,0.9747477929373591,0.003944068000024448,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,0,Spatial Tissue Fidelity,0.977622732925488,0.005100048624657183,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,0,Novelty-Gated Plausibility,0.015921340494644935,-1.0959766242692182e-05,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,1,Balanced Realism,0.970726575989485,-7.714894784971449e-05,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,1,Spatial Tissue Fidelity,0.9723444436616558,-0.00017824063917493138,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,1,Novelty-Gated Plausibility,0.017125961686892635,0.0011936614260050077,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,2,Balanced Realism,0.9712573850606752,0.00045366012334047134,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,2,Spatial Tissue Fidelity,0.972626813714534,0.00010412941370319118,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,2,Novelty-Gated Plausibility,0.015911408030963328,-2.089222992429987e-05,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,3,Balanced Realism,0.9706517570894566,-0.00015196784787807616,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,3,Spatial Tissue Fidelity,0.9721280184616178,-0.00039466583921299314,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,3,Novelty-Gated Plausibility,0.01468666443929716,-0.0012456358215904677,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,4,Balanced Realism,0.9707604872281661,-4.323770916858649e-05,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,4,Spatial Tissue Fidelity,0.9723396586465638,-0.00018302565426697726,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_low,4,Novelty-Gated Plausibility,0.016885514846421798,0.0009532145855341706,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,0,Balanced Realism,0.9757024793928124,0.004898754455477716,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,0,Spatial Tissue Fidelity,0.9775528554066328,0.0050301711058020615,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,0,Novelty-Gated Plausibility,0.016156167152080823,0.00022386689119319528,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,1,Balanced Realism,0.9707696533583485,-3.40715789861612e-05,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,1,Spatial Tissue Fidelity,0.9719518801534738,-0.0005708041473569958,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,1,Novelty-Gated Plausibility,0.018462541116503004,0.0025302408556153767,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,2,Balanced Realism,0.9744499423622571,0.0036462174249224377,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,2,Spatial Tissue Fidelity,0.977609682909436,0.0050869986086051755,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,2,Novelty-Gated Plausibility,0.01603055079648319,9.825053559556207e-05,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,3,Balanced Realism,0.9663831380791654,-0.004420586858169262,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,3,Spatial Tissue Fidelity,0.966445235156605,-0.0060774491442258105,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,3,Novelty-Gated Plausibility,0.013696275196279467,-0.00223602506460816,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,4,Balanced Realism,0.9710560054030799,0.0002522804657452138,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,4,Spatial Tissue Fidelity,0.9720083075044069,-0.0005143767964238544,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_medium,4,Novelty-Gated Plausibility,0.01816342697248224,0.002231126711594613,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,0,Balanced Realism,0.9664354192803548,-0.004368305656979876,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,0,Spatial Tissue Fidelity,0.9718781566380708,-0.0006445276627600194,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,0,Novelty-Gated Plausibility,0.01709164917933493,0.0011593489184473019,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,1,Balanced Realism,0.9612428183371249,-0.009560906600209806,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,1,Spatial Tissue Fidelity,0.9652800640891396,-0.0072426202116911975,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,1,Novelty-Gated Plausibility,0.021159383750858487,0.0052270834899708594,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,2,Balanced Realism,0.9581695166933291,-0.01263420824400563,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,2,Spatial Tissue Fidelity,0.9615323285640786,-0.010990355736752222,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,2,Novelty-Gated Plausibility,0.016681301128961552,0.0007490008680739249,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,3,Balanced Realism,0.9475743293471294,-0.023229395590205315,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,3,Spatial Tissue Fidelity,0.9489402469373136,-0.023582437363517172,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,3,Novelty-Gated Plausibility,0.013205958766485637,-0.00272634149440199,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,4,Balanced Realism,0.9649074441928369,-0.005896280744497773,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,4,Spatial Tissue Fidelity,0.9707749406054643,-0.001747743695366455,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,library_size_resampling_high,4,Novelty-Gated Plausibility,0.021871984147055375,0.005939683886167748,expression,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,0,Balanced Realism,0.9311557754500626,-0.03964794948727213,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,0,Spatial Tissue Fidelity,0.9708420849844678,-0.0016805993163629962,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,0,Novelty-Gated Plausibility,0.016063082214882955,0.00013078195399532713,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,1,Balanced Realism,0.9311557754500626,-0.03964794948727213,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,1,Spatial Tissue Fidelity,0.9708420849844678,-0.0016805993163629962,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,1,Novelty-Gated Plausibility,0.016063082214882955,0.00013078195399532713,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,2,Balanced Realism,0.9311557754500626,-0.03964794948727213,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,2,Spatial Tissue Fidelity,0.9708420849844678,-0.0016805993163629962,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,2,Novelty-Gated Plausibility,0.016063082214882955,0.00013078195399532713,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,3,Balanced Realism,0.9311557754500626,-0.03964794948727213,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,3,Spatial Tissue Fidelity,0.9708420849844678,-0.0016805993163629962,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,3,Novelty-Gated Plausibility,0.016063082214882955,0.00013078195399532713,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,4,Balanced Realism,0.9311557754500626,-0.03964794948727213,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,4,Spatial Tissue Fidelity,0.9708420849844678,-0.0016805993163629962,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_low,4,Novelty-Gated Plausibility,0.016063082214882955,0.00013078195399532713,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,0,Balanced Realism,0.9070787413185377,-0.06372498361879697,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,0,Spatial Tissue Fidelity,0.9512715049412334,-0.021251179359597416,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,0,Novelty-Gated Plausibility,0.018558834036676037,0.0026265337757884095,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,1,Balanced Realism,0.9070787413185377,-0.06372498361879697,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,1,Spatial Tissue Fidelity,0.9512715049412334,-0.021251179359597416,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,1,Novelty-Gated Plausibility,0.018558834036676037,0.0026265337757884095,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,2,Balanced Realism,0.9070787413185377,-0.06372498361879697,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,2,Spatial Tissue Fidelity,0.9512715049412334,-0.021251179359597416,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,2,Novelty-Gated Plausibility,0.018558834036676037,0.0026265337757884095,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,3,Balanced Realism,0.9070787413185377,-0.06372498361879697,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,3,Spatial Tissue Fidelity,0.9512715049412334,-0.021251179359597416,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,3,Novelty-Gated Plausibility,0.018558834036676037,0.0026265337757884095,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,4,Balanced Realism,0.9070787413185377,-0.06372498361879697,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,4,Spatial Tissue Fidelity,0.9512715049412334,-0.021251179359597416,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_medium,4,Novelty-Gated Plausibility,0.018558834036676037,0.0026265337757884095,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,0,Balanced Realism,0.9014666950336616,-0.06933702990367308,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,0,Spatial Tissue Fidelity,0.9476076954803178,-0.024914988820513018,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,0,Novelty-Gated Plausibility,0.031143027612915392,0.015210727352027765,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,1,Balanced Realism,0.9014666950336616,-0.06933702990367308,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,1,Spatial Tissue Fidelity,0.9476076954803178,-0.024914988820513018,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,1,Novelty-Gated Plausibility,0.031143027612915392,0.015210727352027765,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,2,Balanced Realism,0.9014666950336616,-0.06933702990367308,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,2,Spatial Tissue Fidelity,0.9476076954803178,-0.024914988820513018,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,2,Novelty-Gated Plausibility,0.031143027612915392,0.015210727352027765,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,3,Balanced Realism,0.9014666950336616,-0.06933702990367308,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,3,Spatial Tissue Fidelity,0.9476076954803178,-0.024914988820513018,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,3,Novelty-Gated Plausibility,0.031143027612915392,0.015210727352027765,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,4,Balanced Realism,0.9014666950336616,-0.06933702990367308,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,4,Spatial Tissue Fidelity,0.9476076954803178,-0.024914988820513018,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,spatial_smoothing_high,4,Novelty-Gated Plausibility,0.031143027612915392,0.015210727352027765,spatial_gene,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,0,Balanced Realism,0.7668456306098204,-0.20395809432751433,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,0,Spatial Tissue Fidelity,0.6891275074797606,-0.2833951768210702,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,0,Novelty-Gated Plausibility,1.910235168169756e-11,-0.015932300241785276,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,1,Balanced Realism,0.7668456306098204,-0.20395809432751433,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,1,Spatial Tissue Fidelity,0.6891275074797606,-0.2833951768210702,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,1,Novelty-Gated Plausibility,1.910235168169756e-11,-0.015932300241785276,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,2,Balanced Realism,0.7668456306098204,-0.20395809432751433,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,2,Spatial Tissue Fidelity,0.6891275074797606,-0.2833951768210702,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,2,Novelty-Gated Plausibility,1.910235168169756e-11,-0.015932300241785276,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,3,Balanced Realism,0.7668456306098204,-0.20395809432751433,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,3,Spatial Tissue Fidelity,0.6891275074797606,-0.2833951768210702,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,3,Novelty-Gated Plausibility,1.910235168169756e-11,-0.015932300241785276,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,4,Balanced Realism,0.7668456306098204,-0.20395809432751433,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,4,Spatial Tissue Fidelity,0.6891275074797606,-0.2833951768210702,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference,4,Novelty-Gated Plausibility,1.910235168169756e-11,-0.015932300241785276,similarity,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference_jitter_low,0,Balanced Realism,0.7609810626327524,-0.20982266230458224,,computed
MERFISH,SRTsim-rb-tissue,SpatialDE,copy_reference_jitter_low,0,Spatial Tissue Fidelity,0.6840770024292556,-0.28844568187157515,,computed
