platform,simulator,dataset_variant,perturbation,replicate,summary,score,delta,expected_damaged_layer,evidence_state
Visium,scCube-rfb,Spapros,random_spatial_field_injection_medium,3,Spatial Tissue Fidelity,0.6993619760632006,0.001152434557709081,spatial_gene,computed
Visium,scCube-rfb,Spapros,random_spatial_field_injection_medium,3,Novelty-Gated Plausibility,0.610200691231074,-0.05003172000008549,spatial_gene,computed
Visium,scCube-rfb,Spapros,random_spatial_field_injection_medium,4,Balanced Realism,0.610200691231074,-0.05003172000008549,spatial_gene,computed
Visium,scCube-rfb,Spapros,random_spatial_field_injection_medium,4,Spatial Tissue Fidelity,0.6993619760632006,0.001152434557709081,spatial_gene,computed
Visium,scCube-rfb,Spapros,random_spatial_field_injection_medium,4,Novelty-Gated Plausibility,0.610200691231074,-0.05003172000008549,spatial_gene,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,0,Balanced Realism,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,0,Spatial Tissue Fidelity,0.36391963040615005,-0.3342899110993415,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,0,Novelty-Gated Plausibility,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,1,Balanced Realism,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,1,Spatial Tissue Fidelity,0.36391963040615005,-0.3342899110993415,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,1,Novelty-Gated Plausibility,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,2,Balanced Realism,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,2,Spatial Tissue Fidelity,0.36391963040615005,-0.3342899110993415,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,2,Novelty-Gated Plausibility,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,3,Balanced Realism,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,3,Spatial Tissue Fidelity,0.36391963040615005,-0.3342899110993415,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,3,Novelty-Gated Plausibility,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,4,Balanced Realism,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,4,Spatial Tissue Fidelity,0.36391963040615005,-0.3342899110993415,spatial,computed
Visium,scCube-rfb,Spapros,invalid_coordinates_control,4,Novelty-Gated Plausibility,0.40951497790665337,-0.25071743332450613,spatial,computed
Visium,scCube-rfb,Spapros,missing_label_control,0,Balanced Realism,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,0,Spatial Tissue Fidelity,0.5668896509280877,-0.1313198905774038,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,0,Novelty-Gated Plausibility,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,1,Balanced Realism,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,1,Spatial Tissue Fidelity,0.5668896509280877,-0.1313198905774038,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,1,Novelty-Gated Plausibility,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,2,Balanced Realism,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,2,Spatial Tissue Fidelity,0.5668896509280877,-0.1313198905774038,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,2,Novelty-Gated Plausibility,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,3,Balanced Realism,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,3,Spatial Tissue Fidelity,0.5668896509280877,-0.1313198905774038,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,3,Novelty-Gated Plausibility,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,4,Balanced Realism,0.5617424932981065,-0.09848991793305295,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,4,Spatial Tissue Fidelity,0.5668896509280877,-0.1313198905774038,proximity,computed
Visium,scCube-rfb,Spapros,missing_label_control,4,Novelty-Gated Plausibility,0.5617424932981065,-0.09848991793305295,proximity,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,0,Balanced Realism,0.759072346284078,-0.18212090427241656,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,0,Spatial Tissue Fidelity,0.6935190650542324,-0.24282787236322212,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,0,Novelty-Gated Plausibility,0.0028472843118247403,-0.0006831364574518737,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,1,Balanced Realism,0.7374433613746919,-0.2037498891818027,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,1,Spatial Tissue Fidelity,0.6646804185083844,-0.2716665189090701,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,1,Novelty-Gated Plausibility,0.00276615387713737,-0.000764266892139244,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,2,Balanced Realism,0.7297125526388796,-0.21148069791761503,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,2,Spatial Tissue Fidelity,0.6543726735273011,-0.28197426389015345,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,2,Novelty-Gated Plausibility,0.002737155573432919,-0.000793265195843695,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,3,Balanced Realism,0.7616500497102219,-0.17954320084627273,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,3,Spatial Tissue Fidelity,0.6969560029557575,-0.239390934461697,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,3,Novelty-Gated Plausibility,0.002856953290758995,-0.0006734674785176188,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,4,Balanced Realism,0.7458072535197666,-0.195385997036728,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,4,Spatial Tissue Fidelity,0.6758322747018172,-0.2605146627156374,spatial,computed
Xenium,scDesign3-rb,Xenium,coordinate_shuffle,4,Novelty-Gated Plausibility,0.002797526879996775,-0.0007328938892798391,spatial,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,0,Balanced Realism,0.9349626279724152,-0.006230622584079359,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,0,Spatial Tissue Fidelity,0.928039440638682,-0.008307496778772516,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,0,Novelty-Gated Plausibility,0.003507049671615903,-2.337109766071101e-05,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,1,Balanced Realism,0.9354697628028472,-0.005723487753647394,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,1,Spatial Tissue Fidelity,0.9287156204125914,-0.007631317004863192,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,1,Novelty-Gated Plausibility,0.0035089519369977703,-2.146883227884368e-05,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,2,Balanced Realism,0.9360990152369613,-0.005094235319533347,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,2,Spatial Tissue Fidelity,0.9295546236580767,-0.006792313759377833,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,2,Novelty-Gated Plausibility,0.0035113122661450526,-1.9108503131561472e-05,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,3,Balanced Realism,0.9355880026861045,-0.005605247870390073,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,3,Spatial Tissue Fidelity,0.9288732735902677,-0.007473663827186838,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,3,Novelty-Gated Plausibility,0.0035093954554137404,-2.1025313862873662e-05,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,4,Balanced Realism,0.9358727851698279,-0.005320465386666751,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,4,Spatial Tissue Fidelity,0.9292529835685656,-0.007093953848889001,proximity,computed
Xenium,scDesign3-rb,Xenium,label_shuffle,4,Novelty-Gated Plausibility,0.0035104636759887057,-1.995709328790835e-05,proximity,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,0,Balanced Realism,0.7881502545756938,-0.15304299598080084,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,0,Spatial Tissue Fidelity,0.7322896094430534,-0.20405732797440113,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,0,Novelty-Gated Plausibility,0.7881502545756938,0.7846198338064172,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,1,Balanced Realism,0.7920449338222091,-0.14914831673428552,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,1,Spatial Tissue Fidelity,0.7374825151050738,-0.19886442231238077,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,1,Novelty-Gated Plausibility,0.7920449338222091,0.7885145130529325,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,2,Balanced Realism,0.7807091062655044,-0.16048414429099023,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,2,Spatial Tissue Fidelity,0.7223680783628009,-0.21397885905465364,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,2,Novelty-Gated Plausibility,0.7807091062655044,0.7771786854962278,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,3,Balanced Realism,0.7870219914294384,-0.1541712591270562,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,3,Spatial Tissue Fidelity,0.7307852585813795,-0.205561678836075,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,3,Novelty-Gated Plausibility,0.7870219914294384,0.7834915706601618,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,4,Balanced Realism,0.7891886673292126,-0.15200458322728205,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,4,Spatial Tissue Fidelity,0.7336741597810786,-0.20267277763637592,expression,computed
Xenium,scDesign3-rb,Xenium,gene_shuffle,4,Novelty-Gated Plausibility,0.7891886673292126,0.785658246559936,expression,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,0,Balanced Realism,0.9093829098605875,-0.03181034069590716,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,0,Spatial Tissue Fidelity,0.8939331498229116,-0.04241378759454295,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,0,Novelty-Gated Plausibility,0.0034111000161749588,-0.00011932075310165527,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,1,Balanced Realism,0.9064244071460646,-0.03476884341042996,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,1,Spatial Tissue Fidelity,0.8899884795368811,-0.04635845788057347,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,1,Novelty-Gated Plausibility,0.00340000265713298,-0.000130418112143634,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,2,Balanced Realism,0.90965899590727,-0.03153425464922466,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,2,Spatial Tissue Fidelity,0.8943012645518218,-0.042045672865632766,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,2,Novelty-Gated Plausibility,0.0034121356163694344,-0.00011828515290717963,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,3,Balanced Realism,0.9059567306088665,-0.03523651994762811,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,3,Spatial Tissue Fidelity,0.8893649108206171,-0.04698202659683748,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,3,Novelty-Gated Plausibility,0.0033982484000138905,-0.00013217236926272354,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,4,Balanced Realism,0.9107404084712807,-0.030452842085213927,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,4,Spatial Tissue Fidelity,0.8957431479705026,-0.04060378944695198,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_low,4,Novelty-Gated Plausibility,0.0034161920005114613,-0.00011422876876515274,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,0,Balanced Realism,0.8764005207935996,-0.06479272976289496,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,0,Spatial Tissue Fidelity,0.8499566310669279,-0.08639030635052669,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,0,Novelty-Gated Plausibility,0.003287382903548399,-0.000243037865728215,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,1,Balanced Realism,0.8631147139852324,-0.07807853657126218,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,1,Spatial Tissue Fidelity,0.8322422219891049,-0.10410471542834965,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,1,Novelty-Gated Plausibility,0.003237547773233638,-0.000292872996042976,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,2,Balanced Realism,0.8780540703490705,-0.06313918020742415,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,2,Spatial Tissue Fidelity,0.8521613638075555,-0.08418557360989909,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,2,Novelty-Gated Plausibility,0.0032935853765157846,-0.0002368353927608294,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,3,Balanced Realism,0.8679767566223331,-0.07321649393416152,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,3,Spatial Tissue Fidelity,0.8387249455052391,-0.09762199191221543,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,3,Novelty-Gated Plausibility,0.0032557853204079083,-0.00027463544886870573,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,4,Balanced Realism,0.8690112136381951,-0.0721820369182995,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,4,Spatial Tissue Fidelity,0.8401042215263885,-0.09624271589106603,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_medium,4,Novelty-Gated Plausibility,0.0032596655740450477,-0.0002707551952315663,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,0,Balanced Realism,0.8215056225221027,-0.11968762803439192,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,0,Spatial Tissue Fidelity,0.7767634333715986,-0.15958350404585597,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,0,Novelty-Gated Plausibility,0.0030814718551314757,-0.0004489489141451383,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,1,Balanced Realism,0.825178127035523,-0.11601512352097165,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,1,Spatial Tissue Fidelity,0.781660106056159,-0.15468683136129557,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,1,Novelty-Gated Plausibility,0.0030952474386280373,-0.00043517333064857673,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,2,Balanced Realism,0.8262181567374229,-0.11497509381907167,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,2,Spatial Tissue Fidelity,0.783046812325359,-0.15330012509209556,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,2,Novelty-Gated Plausibility,0.0030991485954394373,-0.00043127217383717676,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,3,Balanced Realism,0.8237309061812772,-0.11746234437521741,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,3,Spatial Tissue Fidelity,0.779730478250498,-0.15661645916695655,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,3,Novelty-Gated Plausibility,0.0030898189056901538,-0.00044060186358646026,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,4,Balanced Realism,0.8222273320044584,-0.1189659185520362,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,4,Spatial Tissue Fidelity,0.7777257126814064,-0.15862122473604812,spatial,computed
Xenium,scDesign3-rb,Xenium,spatial_jitter_high,4,Novelty-Gated Plausibility,0.0030841789911467267,-0.00044624177812988735,spatial,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,0,Balanced Realism,0.9333849365637109,-0.0078083139927837,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,0,Spatial Tissue Fidelity,0.9375969778633119,0.0012500404458573033,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,0,Novelty-Gated Plausibility,0.004237529493995268,0.0007071087247186537,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,1,Balanced Realism,0.9314657514201865,-0.009727499136308104,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,1,Spatial Tissue Fidelity,0.9352746078742328,-0.0010723295432217839,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,1,Novelty-Gated Plausibility,0.003998297757970839,0.00046787698869422533,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,2,Balanced Realism,0.9283964325361265,-0.01279681802036814,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,2,Spatial Tissue Fidelity,0.9301526752196726,-0.006194262197781963,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,2,Novelty-Gated Plausibility,0.003608824073396513,7.840330411989886e-05,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,3,Balanced Realism,0.9325642051482022,-0.008629045408292457,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,3,Spatial Tissue Fidelity,0.9356597053691068,-0.0006872320483477523,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,3,Novelty-Gated Plausibility,0.004705390760342726,0.0011749699910661117,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,4,Balanced Realism,0.9323036735414261,-0.00888957701506854,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,4,Spatial Tissue Fidelity,0.9361751707025522,-0.00017176671490237716,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_low,4,Novelty-Gated Plausibility,0.003942902805391013,0.00041248203611439927,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,0,Balanced Realism,0.9186699159362599,-0.022523334620234703,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,0,Spatial Tissue Fidelity,0.9365240040099999,0.00017706659254534962,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,0,Novelty-Gated Plausibility,0.004679532998256686,0.0011491122289800718,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,1,Balanced Realism,0.9149490830575013,-0.026244167498993276,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,1,Spatial Tissue Fidelity,0.9302000526958417,-0.006146884721612844,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,1,Novelty-Gated Plausibility,0.005634568357382968,0.002104147588106354,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,2,Balanced Realism,0.9130832512205829,-0.02810999933591174,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,2,Spatial Tissue Fidelity,0.9287283279247173,-0.007618609492737294,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,2,Novelty-Gated Plausibility,0.004053281013527065,0.0005228602442504506,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,3,Balanced Realism,0.9146389666228669,-0.026554283933627687,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,3,Spatial Tissue Fidelity,0.9305929845209024,-0.005753952896552117,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,3,Novelty-Gated Plausibility,0.004543513869233879,0.0010130930999572652,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,4,Balanced Realism,0.9107011577508368,-0.03049209280565779,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,4,Spatial Tissue Fidelity,0.9249194856202889,-0.011427451797165644,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_medium,4,Novelty-Gated Plausibility,0.0047948741385859354,0.0012644533693093214,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,0,Balanced Realism,0.8650731688265906,-0.07612008172990403,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,0,Spatial Tissue Fidelity,0.9153738117336071,-0.02097312568384746,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,0,Novelty-Gated Plausibility,0.01030010048546066,0.006769679716184047,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,1,Balanced Realism,0.8700652722222763,-0.07112797833421836,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,1,Spatial Tissue Fidelity,0.9231190876771951,-0.013227849740259479,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,1,Novelty-Gated Plausibility,0.006020607130190925,0.0024901863609143107,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,2,Balanced Realism,0.8645734851992495,-0.07661976535724513,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,2,Spatial Tissue Fidelity,0.915796704979826,-0.020550232437628546,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,2,Novelty-Gated Plausibility,0.006901229057804636,0.003370808288528022,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,3,Balanced Realism,0.8684799773049023,-0.07271327325159227,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,3,Spatial Tissue Fidelity,0.9205258536448828,-0.015821083772571742,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,3,Novelty-Gated Plausibility,0.006091332703148964,0.00256091193387235,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,4,Balanced Realism,0.8621138432434379,-0.07907940731305674,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,4,Spatial Tissue Fidelity,0.9118742184318837,-0.024472718985570907,expression,computed
Xenium,scDesign3-rb,Xenium,dropout_inflation_high,4,Novelty-Gated Plausibility,0.006630521714323086,0.0031001009450464722,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,0,Balanced Realism,0.9423152817660405,0.001122031209545904,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,0,Spatial Tissue Fidelity,0.9363000150899888,-4.6922327465726e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,0,Novelty-Gated Plausibility,0.0035819107682539004,5.148999897728636e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,1,Balanced Realism,0.9419478066701745,0.0007545561136799162,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,1,Spatial Tissue Fidelity,0.9362299251644544,-0.00011701225300020379,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,1,Novelty-Gated Plausibility,0.0035435106446006365,1.3089875324022449e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,2,Balanced Realism,0.9448530048493784,0.003659754292883788,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,2,Spatial Tissue Fidelity,0.9394105587965327,0.0030636213790781186,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,2,Novelty-Gated Plausibility,0.003551609625858777,2.118885658216295e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,3,Balanced Realism,0.9420591245976901,0.0008658740411955357,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,3,Spatial Tissue Fidelity,0.9361584721988551,-0.00018846521859949839,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,3,Novelty-Gated Plausibility,0.003573228753230917,4.280798395430319e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,4,Balanced Realism,0.940079606217938,-0.001113644338556652,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,4,Spatial Tissue Fidelity,0.9333325708235655,-0.003014366593889095,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_low,4,Novelty-Gated Plausibility,0.0035530899924948517,2.266922321823763e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,0,Balanced Realism,0.9444824678363717,0.003289217279877077,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,0,Spatial Tissue Fidelity,0.9389889808618642,0.0026420434444096585,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,0,Novelty-Gated Plausibility,0.0037681883299690447,0.0002377675606924307,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,1,Balanced Realism,0.9443618625215073,0.0031686119650127242,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,1,Spatial Tissue Fidelity,0.9388448404420449,0.0024979030245902978,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,1,Novelty-Gated Plausibility,0.003699154321494152,0.0001687335522175381,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,2,Balanced Realism,0.9426846086602665,0.0014913581037718782,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,2,Spatial Tissue Fidelity,0.9364354148891505,8.847747169593578e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,2,Novelty-Gated Plausibility,0.003619019578473699,8.859880919708484e-05,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,3,Balanced Realism,0.9414099034673289,0.00021665291083428073,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,3,Spatial Tissue Fidelity,0.9358088950364736,-0.0005380423809809853,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,3,Novelty-Gated Plausibility,0.0037104052492947003,0.00017998448001808626,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,4,Balanced Realism,0.9398255746809698,-0.0013676758755247764,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,4,Spatial Tissue Fidelity,0.9331131233213283,-0.0032338140961262196,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_medium,4,Novelty-Gated Plausibility,0.003678422225732584,0.00014800145645596985,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_high,0,Balanced Realism,0.9325442155714128,-0.00864903498508185,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_high,0,Spatial Tissue Fidelity,0.9375856471471078,0.0012387097296532312,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_high,0,Novelty-Gated Plausibility,0.004400020467260025,0.0008695996979834111,expression,computed
Xenium,scDesign3-rb,Xenium,library_size_resampling_high,1,Balanced Realism,0.930530746929283,-0.010662503627211661,expression,computed
